submission_id,age,cups,where,home_brew,on_the_go,favorite_drink,add,prefer_kind,prefer_strength,prefer_roast,prefer_caffeine,self_experience,a_bitterness,a_acidity,a_preference,b_bitterness,b_acidity,b_preference,c_bitterness,c_acidity,c_preference,d_bitterness,d_acidity,outcome,abc_prefer,work_from,monthly_spending,why_coffee,like_taste,know_where_from,most_for_cup,most_willing_for_cup,cafe_good_value,equipment_spent,equipment_good_value,gender,marital_status,hh_income,education,ethnicity_race,employment,children,party,state,state_name,total_votes,biden_votes,biden_votes_share,biden_ev,trump_votes,trump_votes_share,trump_ev,other_votes,other_votes_share,other_ev
1258,45-54 years old,2,"At home, At a cafe","Pour over, French press, Espresso, Bean-to-cup machine",NA,Regular drip coffee,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Fruity,Medium,Light,Full caffeine,5,3,2,5,2,1,3,3,3,2,4,3,-1,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,NA,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
608,25-34 years old,1,"At home, At the office, At a cafe",Pour over,NA,Pourover,No - just black,Floral,Somewhat light,Light,Full caffeine,7,3,5,5,3,3,3,1,1,1,2,5,-1,Coffee A,I primarily work in person,$40-$60,It tastes good,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Married,"$150,000 or more",Master's degree,Hispanic/Latino,Employed full-time,1,Democrat,VA,Virginia,"4,460,524","2,413,568",54.11%,13,"1,962,430",44.00%,,"84,526",1.89%,
495,25-34 years old,3,At home,"Pour over, Espresso",NA,Cortado,"Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Dark,Full caffeine,7,3,4,2,2,2,4,3,3,3,4,5,2,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other",Yes,No,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
534,25-34 years old,2,"At the office, At home","Pour over, French press",NA,Pourover,"Milk, dairy alternative, or coffee creamer",Fruity,Very strong,Light,Full caffeine,4,2,4,4,3,2,3,3,1,2,2,3,-2,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,No,$6-$8,$8-$10,No,$100-$300,Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
2851,25-34 years old,2,"At home, At a cafe","Espresso, Cold brew",NA,Cappuccino,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",Chocolatey,Somewhat strong,Medium,Full caffeine,5,1,3,4,3,1,4,2,1,4,1,3,0,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,Single,"$100,000 - $149,999",Master's degree,White/Caucasian,Employed full-time,None,Republican,FL,Florida,"11,067,456","5,297,045",47.86%,,"5,668,731",51.22%,29,"101,680",0.92%,
2256,18-24 years old,1,"At home, At the office","Pour over, Espresso, Other",NA,Cortado,"No - just black, Milk, dairy alternative, or coffee creamer",Fruity,Somewhat strong,Light,Full caffeine,8,1,5,3,3,2,3,2,3,4,1,4,-2,Coffee C,I do a mix of both,$40-$60,It tastes good,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Single,"$50,000 - $74,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Independent,OH,Ohio,"5,922,202","2,679,165",45.24%,,"3,154,834",53.27%,18,"88,203",1.49%,
1155,25-34 years old,1,"At home, At the office, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Other",NA,Regular drip coffee,No - just black,Bright,Medium,Light,Full caffeine,6,1,4,4,2,2,3,3,2,4,2,4,0,Coffee A,I primarily work from home,<$20,"It tastes good, I need the caffeine",Yes,No,$10-$15,$10-$15,No,$100-$300,Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,VA,Virginia,"4,460,524","2,413,568",54.11%,13,"1,962,430",44.00%,,"84,526",1.89%,
2902,55-64 years old,1,At home,"Espresso, Pour over",NA,Cappuccino,"Milk, dairy alternative, or coffee creamer",Nutty,Somewhat strong,Light,Full caffeine,5,3,4,2,4,2,5,4,3,5,3,5,1,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,Yes,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Female,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,3,No affiliation,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
569,25-34 years old,2,At home,"Espresso, Pour over",NA,Espresso,No - just black,Fruity,Very strong,Light,Full caffeine,5,2,3,3,3,2,2,5,1,1,1,4,-1,Coffee A,I primarily work from home,$40-$60,It tastes good,Yes,No,$4-$6,$4-$6,No,"More than $1,000",Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,MN,Minnesota,"3,277,171","1,717,077",52.40%,10,"1,484,065",45.28%,,"76,029",2.32%,
1546,35-44 years old,2,"On the go, At a cafe, At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Espresso","National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Deli or supermarket",Latte,"Milk, dairy alternative, or coffee creamer",Full Bodied,Somewhat strong,Dark,Full caffeine,5,3,2,3,3,2,4,4,3,2,2,4,-1,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Married,"$150,000 or more",Bachelor's degree,Other (please specify),Employed full-time,None,Democrat,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
951,25-34 years old,2,"At home, At the office",Pour over,NA,Pourover,"Milk, dairy alternative, or coffee creamer, No - just black",Bright,Medium,Light,Full caffeine,6,2,4,1,2,2,3,2,3,4,2,3,0,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Non-binary,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,MI,Michigan,"5,539,301","2,804,040",50.62%,16,"2,649,852",47.84%,,"85,409",1.54%,
2296,45-54 years old,1,At home,"Pour over, Cold brew, Other",NA,Espresso,No - just black,Full Bodied,Somewhat strong,Light,Full caffeine,6,1,1,5,2,2,3,1,1,3,2,3,-2,Coffee B,I primarily work from home,$80-$100,It tastes good,Yes,Yes,$4-$6,$8-$10,Yes,$20-$50,Yes,Male,Married,"$75,000 - $99,999",Some college or associate's degree,Hispanic/Latino,Employed part-time,None,No affiliation,AZ,Arizona,"3,387,326","1,672,143",49.36%,11,"1,661,686",49.06%,,"53,497",1.58%,
1389,25-34 years old,2,"At home, At a cafe","Espresso, Pour over, French press",NA,Latte,"No - just black, Milk, dairy alternative, or coffee creamer",Bright,Somewhat strong,Light,Full caffeine,7,2,4,2,4,2,5,5,1,1,2,5,-2,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$6-$8,$10-$15,Yes,"More than $1,000",Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
2713,55-64 years old,1,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,Pourover,No - just black,Juicy,Medium,Light,Full caffeine,7,2,2,4,1,1,3,3,3,5,2,3,-2,Coffee C,I primarily work in person,$80-$100,"It tastes good, I need the caffeine",Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,25-34 years old,1,"At a cafe, At the office, At home","Pour over, Espresso",NA,Americano,No - just black,Fruity,Medium,Light,Full caffeine,8,3,5,4,2,3,2,4,3,3,2,4,-2,Coffee A,I do a mix of both,$60-$80,It tastes good,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Republican,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
595,25-34 years old,Less than 1,"At home, At a cafe",Other,NA,Regular drip coffee,No - just black,Nutty,Medium,Medium,Full caffeine,2,2,4,2,3,2,3,3,2,1,1,5,2,Coffee B,I primarily work in person,<$20,"I need the caffeine, It tastes good",Yes,No,$4-$6,$15-$20,Yes,Less than $20,Yes,Male,Single,"$25,000 - $49,999",Master's degree,White/Caucasian,Employed part-time,None,Republican,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
434,25-34 years old,1,At the office,NA,NA,Espresso,No - just black,Fruity,Somewhat strong,Light,Full caffeine,6,2,2,4,2,1,1,3,2,1,1,4,-1,Coffee A,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,Married,"$75,000 - $99,999",Doctorate or professional degree,White/Caucasian,Employed full-time,None,Democrat,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
2805,25-34 years old,2,"At the office, At home",Pour over,NA,Pourover,No - just black,Full Bodied,Medium,Medium,Full caffeine,5,2,4,4,3,2,1,4,1,3,2,3,-2,Coffee A,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,Hispanic/Latino,Employed full-time,None,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,18-24 years old,More than 4,"At home, At a cafe","Pour over, French press, Espresso",NA,Pourover,No - just black,Juicy,Medium,Light,Full caffeine,8,1,4,4,4,3,3,5,2,1,1,5,-2,Coffee A,I primarily work in person,$60-$80,It tastes good,Yes,Yes,More than $20,More than $20,Yes,$500-$1000,Yes,Male,Single,"$25,000 - $49,999",High school graduate,White/Caucasian,Employed full-time,None,No affiliation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,55-64 years old,1,At home,"Pour over, French press, Other",NA,Other,Other,Chocolatey,Medium,Medium,Full caffeine,6,2,4,3,2,2,2,3,2,3,3,5,-1,Coffee A,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,Single,"Under $25,000",Bachelor's degree,White/Caucasian,Unemployed,None,No affiliation,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2324,45-54 years old,2,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, French press",NA,Cold brew,"No - just black, Milk, dairy alternative, or coffee creamer",Bright,Somewhat strong,Medium,Full caffeine,6,2,3,1,3,4,3,4,2,4,1,3,-2,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$8-$10,$6-$8,No,$300-$500,Yes,Female,Married,"$75,000 - $99,999",Some college or associate's degree,White/Caucasian,Homemaker,More than 3,No affiliation,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
169,25-34 years old,2,"At the office, At home, On the go","Pour over, Espresso",Specialty coffee shop,Pourover,No - just black,Chocolatey,Medium,Light,Full caffeine,6,2,4,3,4,2,3,3,3,4,1,5,1,Coffee C,I primarily work in person,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Female,Single,"$50,000 - $74,999",Doctorate or professional degree,White/Caucasian,Employed full-time,None,No affiliation,IN,Indiana,"3,033,121","1,242,416",40.96%,,"1,729,519",57.02%,11,"61,186",2.02%,
1983,25-34 years old,1,At home,"Pour over, Espresso",NA,Latte,No - just black,Bright,Medium,Light,Full caffeine,7,2,3,3,3,2,4,4,1,3,1,4,-2,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,More than $20,More than $20,No,$500-$1000,Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,TX,Texas,"11,315,056","5,259,126",46.48%,,"5,890,347",52.06%,38,"165,583",1.46%,
1095,55-64 years old,Less than 1,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,Cortado,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Half caff,4,2,4,4,4,2,5,3,3,3,2,4,2,Coffee B,I primarily work in person,<$20,It tastes good,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Female,Single,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Independent,GA,Georgia,"4,997,716","2,473,633",49.50%,16,"2,461,854",49.26%,,"62,229",1.25%,
573,18-24 years old,2,At home,Pour over,NA,Pourover,No - just black,Juicy,Medium,Medium,Full caffeine,7,2,4,5,4,3,4,4,2,2,1,5,-1,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$4-$6,$8-$10,No,$300-$500,Yes,Female,Single,"Under $25,000",Bachelor's degree,White/Caucasian,Student,None,Independent,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
864,25-34 years old,2,"At the office, At home","Pour over, French press, Espresso",NA,Pourover,No - just black,Fruity,Medium,Light,Full caffeine,7,2,4,4,4,2,3,4,2,2,2,3,0,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,Yes,$500-$1000,Yes,Male,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Employed full-time,1,No affiliation,GA,Georgia,"4,997,716","2,473,633",49.50%,16,"2,461,854",49.26%,,"62,229",1.25%,
1971,25-34 years old,1,"At home, At the office, On the go",Other,"National chain (e.g. Starbucks, Dunkin), Local cafe",Cortado,No - just black,Sweet,Somewhat strong,Light,Full caffeine,5,2,3,4,3,1,2,2,2,4,1,5,-2,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",Yes,No,$10-$15,$15-$20,Yes,$300-$500,Yes,Male,Married,NA,Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,IN,Indiana,"3,033,121","1,242,416",40.96%,,"1,729,519",57.02%,11,"61,186",2.02%,
326,25-34 years old,1,"At home, On the go","French press, Pod/capsule machine (e.g. Keurig/Nespresso), Pour over","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Latte,"Milk, dairy alternative, or coffee creamer",Chocolatey,Somewhat strong,Medium,Full caffeine,4,2,3,4,3,2,3,2,2,5,3,4,1,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,$10-$15,No,$300-$500,Yes,Female,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed part-time,None,Independent,TN,Tennessee,"3,053,851","1,143,711",37.45%,,"1,852,475",60.66%,11,"57,665",1.89%,
2533,18-24 years old,1,At home,"Pour over, French press, Espresso",NA,Pourover,No - just black,Chocolatey,Very strong,Dark,Full caffeine,5,3,4,4,3,3,3,4,2,5,3,5,1,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,No,$8-$10,$10-$15,Yes,$100-$300,Yes,Female,Married,"$75,000 - $99,999",Bachelor's degree,White/Caucasian,Unemployed,None,Independent,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1691,25-34 years old,4,"At a cafe, At the office, At home","Pour over, Bean-to-cup machine, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,Pourover,"Milk, dairy alternative, or coffee creamer, No - just black",Caramalized,Somewhat strong,Medium,Full caffeine,5,2,4,2,2,3,5,3,2,4,1,5,1,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Single,"$75,000 - $99,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Independent,NY,New York,"8,594,826","5,230,985",60.86%,29,"3,244,798",37.75%,,"119,043",1.39%,
2508,25-34 years old,2,"On the go, At home",French press,Specialty coffee shop,Cortado,"Milk, dairy alternative, or coffee creamer, No - just black",Fruity,Somewhat strong,Light,Full caffeine,7,3,2,4,2,3,5,2,2,3,4,4,-2,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,No,Male,Single,"$25,000 - $49,999",Master's degree,White/Caucasian,Employed part-time,None,Democrat,SD,South Dakota,"422,609","150,471",35.61%,,"261,043",61.77%,3,"11,095",2.63%,
840,45-54 years old,2,At home,Espresso,NA,Latte,"Milk, dairy alternative, or coffee creamer",Bright,Very strong,Medium,Full caffeine,7,1,4,3,3,4,3,3,4,4,2,3,0,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Bachelor's degree,White/Caucasian,Employed part-time,2,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2108,18-24 years old,3,At home,"Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)",NA,Latte,No - just black,Bold,Very strong,Dark,Full caffeine,10,2,4,1,4,2,4,3,4,2,1,5,0,Coffee B,I primarily work in person,$40-$60,It tastes good,Yes,Yes,$10-$15,$10-$15,No,"More than $1,000",Yes,Male,Single,"$25,000 - $49,999",High school graduate,White/Caucasian,Employed full-time,None,Republican,PA,Pennsylvania,"6,915,283","3,458,229",50.01%,20,"3,377,674",48.84%,,"79,380",1.15%,
2497,25-34 years old,4,"At home, At a cafe","Pour over, Instant coffee, Cold brew",NA,Americano,No - just black,Chocolatey,Somewhat strong,Dark,Full caffeine,6,3,4,1,4,1,4,2,2,4,1,5,0,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",Yes,No,$10-$15,More than $20,Yes,$300-$500,Yes,Male,Living with a partner,"$150,000 or more",Some college or associate's degree,White/Caucasian,Employed full-time,None,No affiliation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,35-44 years old,2,"At home, At a cafe, At the office, On the go","Pour over, French press, Espresso, Cold brew","Local cafe, Drive-thru, Specialty coffee shop, Other, National chain (e.g. Starbucks, Dunkin)",Latte,"Flavor syrup, Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black, Other",Bold,Somewhat strong,Medium,Full caffeine,7,1,2,2,3,2,3,4,1,2,2,3,-1,Coffee B,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Married,"$150,000 or more",Master's degree,White/Caucasian,Employed full-time,2,Democrat,CA,California,"17,500,881","11,110,250",63.48%,55,"6,006,429",34.32%,,"384,202",2.20%,
1911,25-34 years old,Less than 1,At the office,NA,NA,Latte,No - just black,Bright,Medium,Light,Full caffeine,4,2,3,5,2,2,3,2,2,2,1,4,0,Coffee A,I primarily work in person,<$20,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,More than $20,Yes,$300-$500,Yes,Male,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,Democrat,OK,Oklahoma,"1,560,699","503,890",32.29%,,"1,020,280",65.37%,7,"36,529",2.34%,
2686,25-34 years old,1,At home,"Espresso, Pour over",NA,Cortado,"Milk, dairy alternative, or coffee creamer",Fruity,Weak,Light,Full caffeine,6,2,3,2,3,3,3,4,2,1,1,5,-2,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,Single,"$100,000 - $149,999",Bachelor's degree,Asian/Pacific Islander,Employed full-time,None,Democrat,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
319,55-64 years old,2,At the office,NA,NA,Cold brew,No - just black,Bold,Very strong,Medium,Full caffeine,5,4,4,1,3,4,2,3,3,3,1,3,-1,Coffee C,I primarily work in person,>$100,It tastes good,Yes,Yes,$15-$20,More than $20,Yes,$300-$500,Yes,Male,Married,"$150,000 or more",Some college or associate's degree,White/Caucasian,Employed full-time,2,Republican,WA,Washington,"4,087,631","2,369,612",57.97%,12,"1,584,651",38.77%,,"133,368",3.26%,
2193,35-44 years old,2,"At home, At the office",Pour over,NA,Pourover,"Milk, dairy alternative, or coffee creamer",Nutty,Medium,Medium,Full caffeine,6,2,5,1,4,3,3,3,2,5,2,4,-1,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good, It makes me go to the bathroom, I need the ritual",Yes,Yes,$6-$8,$10-$15,Yes,$300-$500,Yes,Male,Single,"$100,000 - $149,999",Master's degree,White/Caucasian,Employed full-time,None,No affiliation,IL,Illinois,"6,033,744","3,471,915",57.54%,20,"2,446,891",40.55%,,"114,938",1.90%,
102,25-34 years old,2,"At home, On the go, At the office",French press,"National chain (e.g. Starbucks, Dunkin), Local cafe",Latte,"Milk, dairy alternative, or coffee creamer",Nutty,Very strong,Medium,Full caffeine,7,1,4,4,4,3,5,1,1,2,5,4,2,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,No,$8-$10,$10-$15,Yes,$300-$500,Yes,Female,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,Employed full-time,None,No affiliation,CO,Colorado,"3,256,952","1,804,352",55.40%,9,"1,364,607",41.90%,,"87,993",2.70%,
214,35-44 years old,2,"At the office, On the go, At home",Pour over,"Specialty coffee shop, Local cafe",Pourover,No - just black,Bright,Medium,Light,Full caffeine,7,1,4,5,3,1,2,2,2,3,1,5,-1,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,$10-$15,No,$500-$1000,Yes,Male,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,Employed full-time,2,Independent,FL,Florida,"11,067,456","5,297,045",47.86%,,"5,668,731",51.22%,29,"101,680",0.92%,
